formula,Tc
Yb1Ba2Cu3O7,96.100
Y1Ba1.9La0.1Cu3O7,96.100
Gd1Ba2Cu3O7,96.000
Hg1Ba2Cu1O4.09,96.000
Hg0.8V0.2Ba2Cu1O4.3,96.000
Nd1Ba2Cu3O7,96.000
Hg1Ba2Cu1O4.08,96.000
Hg1Ba2Cu1O4.08,96.000
Hg0.95Re0.05Ba2Cu1O4.37,96.000
Hg1Ba2Cu1O4,96.000
Sm1Ba2Cu3O7,96.000
Y0.8Ba2Cu3O6.44,96.000
Hg1Ba2Cu1F1O4,96.000
Hg1Ba2Cu1O4,96.000
Bi2Sr2.1Y0.1Ca0.8Cu2O8.26,96.000
Y1.1Ba2Cu3O6.87,95.900
Tl1Ba2Ca0.6Y0.4Cu2O7,95.800
Gd1Ba2Cu3O7,95.700
Hg1Ba2Cu1O4.096,95.600
Sm1Ba2Cu3O7,95.500
Tl1Ba2Ca0.7Nd0.3Cu2O7,95.500
Y1Ba2Cu3O7,95.500
Nd1Ba2Cu3O7.16,95.300
Hg1Ba2Cu1O4.097,95.300
Bi2Sr2.08Ca0.92Cu2O8,95.300
Eu1Ba2Cu3O7,95.200
Y1Ba2Cu3O6.91,95.200
Y1Ba2Cu3O6.87,95.200
Dy1Ba2Cu3O7,95.100
Nd1Ba2Cu3O7,95.100
Y1Ba2Cu3O6.9,95.000
Y1Ba1.9La0.1Cu3O6.9,95.000
Y1Ba2Cu3O6.94,95.000
Y1Ba2Cu3O7,95.000
Bi2Sr2Ca2Cu4O11,95.000
Tl2Ba2Ca1Cu2O7.978,95.000
Tl2Ba2Ca1Cu2O7.978,95.000
Ho1Ba2Cu3O7,95.000
Eu1Ba2Cu3O7,95.000
Tl1Ba2Cu1O5,95.000
Hg0.8Cr0.2Ba2Ca2Cu3O8.1,95.000
Nd1Ba2Cu3O6.82,95.000
Hg0.9Re0.1Ba2Cu1O4.42,95.000
Bi2Sr2Ca1Cu2O8,95.000
Hg1Ba2Cu1O4.18,95.000
Hg1Ba2Cu1O4.19,95.000
Sm1Ba2Cu3O6.95,95.000
Hg1Ba2Cu1O4.047,95.000
Tl0.5Ba2Ca1.3Be0.7Cu3.5O7.886,95.000
Sr2Cu1O3.4,95.000
Sr2Ca3Cu4F3.8O8,95.000
Eu1Ba2Cu3O7.1,94.900
Y2Ba4Cu7O14,94.800
Hg0.85Re0.15Ba2Cu1O4.52,94.800
Eu1Ba2Cu3O6.97,94.770
Er1Ba2Cu3O6.87,94.500
Y0.975Ca0.025Ba2Cu2.975Al0.025O6.89,94.500
Y1Ba2Cu3H0.2O6.98,94.500
Nd1Ba2Cu3O7,94.500
Hg0.9Re0.1Ba2Cu1O4.41,94.500
Nd1Ba2Cu3O7,94.400
Y1Ba2Cu2.95Co0.05O6.92,94.300
Y1Ba2Cu3O7,94.300
Bi8Sr8Ca4Cu9O34.16,94.200
Y2Ba4Cu7O14,94.200
Hg1Ba2Cu1O4.2,94.200
Gd1Ba2Cu3O6.98,94.200
Bi2Sr2.4Ca0.6Cu2O8,94.200
Y1Ba2Cu3O6.9,94.100
Hg1Ba2Cu1O4.1,94.100
Eu1Ba2Cu3O6.88,94.000
Gd1Ba2Cu3O6.99,94.000
Sm1Ba2Cu3O6.944,94.000
Y1Ba2Cu3O7,94.000
Bi2Sr1.4Li0.6Ca1Cu2O7.7,94.000
Y1Ba1.94La0.06Cu3O6.96,94.000
Y1Ba1.92La0.08Cu3O6.96,94.000
Hg1Ba2Cu1O4.08,94.000
Nd1Ba2Cu3O6.76,94.000
Dy1Ba2Cu3O6.75,94.000
Eu1Ba2Cu3O6.82,94.000
Hg1Ba2Ca2Cu3O8.18,94.000
Hg1Ba2Cu1O4.18,94.000
Hg1Ba2Ca2Cu3O8.17,94.000
Eu1Ba2Cu3O6.9,94.000
Bi2Sr1.9Y0.1Ca1Cu2O8.24,94.000
Y1Ba1.9La0.1Cu3O6.975,93.900
Y1Ba2Cu3O6.8,93.900
Er0.97Pr0.03Ba2Cu3O7,93.900
Gd1Ba2Cu3O7.08,93.800
Y0.2Eu0.8Ba2Cu3O7,93.800
Y1Ba2Cu3H0.38O7,93.800
Y1Ba1.95La0.05Cu3O6.96,93.800
Hg0.92Ba2.05Cu1.03O4.05,93.800
Hg0.9Re0.1Ba2Cu1O4.42,93.800
Y1Ba2Cu3O6.9,93.800
Y1Ba1.7Cs0.3Cu3O6.6,93.750
Bi2Sr2Ca1Cu2O8,93.700
Hg0.85Re0.15Ba2Cu1O4.49,93.700
Hg0.85Re0.15Ba2Cu1O4.55,93.700
Y0.95La0.05Ba2Cu3O6.58,93.650
Y1Ba2Cu3H0.48O7,93.600
Tl1Ba2Ca0.8Gd0.2Cu2O7,93.600
Y1Ba2Cu3H0.49O7,93.600
Y1Ba1.89La0.11Cu3O6.96,93.600
Y1Ba1.96La0.04Cu3O6.96,93.600
Er1Ba2Cu3O7,93.600
Eu1Ba2Cu3O6.94,93.600
Gd1Ba2Cu3O7,93.600
Y1Ba2Cu3O6.9,93.600
Bi2Sr2.65Ca0.35Cu2O8,93.600
Sm1Ba2Cu3O7.11,93.500
Bi4Ca3Sr3Cu4O16,93.500
Nd1Ba2Cu3O7,93.500
Y1Ba2Cu3H0.13O7,93.500
Y1Ba2Cu3H0.19O7,93.500
Y1Ba1.9La0.1Cu3O6.96,93.500
Y1Ba2Cu3O6.95,93.500
Y1Ba2Cu3O6.95,93.500
Y1Ba2Cu3O6.93,93.500
Y1Ba2Cu3O6.95,93.500
Y1Ba2Cu3O6.87,93.500
Y1Ba2Cu3O6.94,93.500
Y1Ba1.9Cs0.1Cu3O6.65,93.450
Y1Ba2Cu3O6.72,93.400
Y1Ba2Cu2.98Co0.02O6.9,93.400
Y1Ba2Cu3O7,93.400
Hg0.92Ba2.05Cu1.03O4.063,93.400
Hg1Ba2Cu1O4.101,93.400
Y1Ba2Cu3O6.95,93.400
Y1Ba2Cu3O6.95,93.400
Y1Ba2Cu3O6.95,93.400
Y0.9Ba2Cu3O6.58,93.400
Y1.2Ba2Cu3O6.98,93.400
Y1Ba2Cu3O6.95,93.400
Y1Ba1.9Rb0.1Cu3O6.52,93.350
Y1Ba1.8Cs0.2Cu3O6.58,93.300
C0.3Ba2Ca4Cu5.7O12.965,93.300
Y1Ba2Cu3H1O7,93.200
Y2La0.15Ba3.85Cu6O13.99,93.200
Y1Ba2Cu3O6.87,93.200
Y0.5Cd0.5Ba2Cu3O7,93.200
Y1Ba1.88La0.12Cu3O6.96,93.200
Y1Ba1.97La0.03Cu3O6.96,93.200
Y1Ba2Cu3O6.95,93.200
Y1Ba2Cu3O6.19,93.200
Hg1Ba2Cu1O4.18,93.200
Y1Ba2Cu3O4.86,93.200
Y1Ba2Cu3O6.93,93.200
Y1Ba2Cu3O6.95,93.200
Y1Ba2Cu3O6.95,93.200
Y1Ba2Cu3O6.95,93.200
Y1Ba2Cu3O7,93.150
Gd0.97Pr0.03Ba2Cu3O7,93.100
Y1Ba2Cu3O6.91,93.100
Y1Ba2Cu3O6.93,93.100
Y2Ba4Cu7O14.97,93.100
Sm1Ba2Cu3O7,93.100
Bi2Sr2Ca1Cu2O8,93.100
Y1Ba2Cu3O6.95,93.050
Y1Ba2Cu3O7,93.000
Y1Ba2Cu3O7,93.000
Y2La0.2Ba3.8Cu6O13.92,93.000
Y2Ba4Cu6O13.9,93.000
La1Ba2Cu3O6.85,93.000
Nd1Ba2Cu3O6.84,93.000
Y1Ba2Cu3.85O6.85,93.000
Y1Ba2Cu3O7,93.000
Y1Ba2Cu3O7,93.000
Y2Ba4Cu7O15,93.000
Er1Ba2Cu3O7,93.000
Y1Ba2Cu3O7,93.000
Bi2Sr2Ca1Cu2O8,93.000
Bi2Sr2Ca1Cu2O8,93.000
Bi2Sr2Ca1Cu2O8,93.000
Bi2.15Sr1.8Ca1Cu2O8.15,93.000
Ga1Sr2Ca3Cu4O10.8,93.000
Y1Ba1.8K0.2Cu3O6.57,93.000
Y1Ba1.9La0.1Cu3O6.92,93.000
Tl1Sr2Ca0.2Y0.8Cu2O6.97,93.000
Y1Ba2Cu3O6.94,93.000
Y1Ba2Cu3O8,93.000
Y1Ba2Cu3O6.94,93.000
Y1Ba2Cu3O7,93.000
Er1Ba2Cu3O6.85,93.000
Y1Ba2Cu3O6.82,93.000
Y1Ba2Cu3O7,93.000
Bi2Sr2Ca1Cu2O8,93.000
Hg1Ba2Ca1Cu2O6.1,93.000
Y1Ba2Cu3O6.93,93.000
Y1Ba2Cu3O6.91,93.000
Y1Ba2Cu3O6.9,93.000
Y1Ba2Cu3O6.9,93.000
Y1Ba2Cu3O6.7,93.000
Y1Ba2Cu3O6.95,93.000
Y1Ba2Cu3O6.9,93.000
Y1Ba2Cu3O6.91,93.000
Bi2Sr1.8Y0.1Ca1.1Cu2O8.23,93.000
Gd1.1Ba1.9Cu3O7,93.000
Bi1.2Pb0.8Sr2Ca1Cu2O8,93.000
Tl0.7Na0.3Sr2Ca0.8Cr0.2Cu2O7,93.000
Ho1Ba2Cu3O6.71,92.900
Gd1Ba2Cu3O6.89,92.900
Y1Ba2Cu3O6.94,92.900
Y1Ba1.7K0.3Cu3O6.54,92.850
Y1Ba1.9La0.1Cu3O6.73,92.850
Y1Ba2Cu3O7,92.830
Sm1Ba2Cu3O6.85,92.800
Y0.8Cd0.2Ba2Cu3O7,92.800
Y0.7Cd0.3Ba2Cu3O7,92.800
Bi2Sr2Ca1Cu2O8.16,92.800
Bi2Sr2Ca1Cu2O8.16,92.800
Y1Ba2Cu3H0.06O6.91,92.800
Y2Ba4Cu7O15.1,92.800
Y1Ba2Cu3O6.95,92.800
Yb1Ba2Cu3O6.9,92.800
Y1Ba2Cu3O6.95,92.740
Dy1Ba2Cu3O6.82,92.700
Bi2Sr2Ca1Cu2O8.16,92.700
Y1Ba1.9K0.1Cu3O6.61,92.700
Bi2Sr2Ca1Cu2O8.19,92.700
Sm1Ba2Cu3O7,92.600
Y1Ba1.92La0.08Cu3O6.965,92.600
Y0.6Eu0.4Ba2Cu3O7,92.600
Bi2Sr2Ca0.8Y0.2Cu2O8.27,92.600
Y1Ba1.98La0.02Cu3O6.96,92.600
Y1Ba2Cu3O6.93,92.600
Y1Ba2Cu3O6.94,92.600
Y1Ba2Cu3O6.9,92.600
Bi2Sr2Ca1Cu1.988Ni0.012O8,92.550
Y1Ba2Cu3H0.14O7,92.500
Tm1Ba2Cu3O6.65,92.500
Y1Ba2Cu3O6.94,92.500
Er1Ba2Cu3O7,92.500
Y1Ba2Cu3O7,92.500
Y1Ba2Cu3O6.9,92.500
Y1Ba2Cu3O7,92.500
Y1Ba2Cu3O7,92.500
Bi2Sr2Ca0.8Lu0.2Cu2O8.27,92.500
Dy1Ba2Cu3O7,92.500
Tl2Ba2Cu1O6.1,92.500
Hg1Ba2Cu1O4.103,92.500
Y1Ba2Cu3O6.9,92.500
Y1Ba2Cu3O6.95,92.500
Y0.95Cs0.05Ba2Cu3O6.61,92.450
Er1Ba2Cu3O6.82,92.400
Tl2Ba2Cu1O6.1,92.400
Lu1Ba2Cu3O7,92.400
Y0.9Rb0.1Ba2Cu3O6.42,92.400
Y1Ba2Cu3O6.92,92.400
Bi2Sr2Ca1Cu2O8,92.400
Bi2Sr2Ca1Cu2O8,92.400
Y1Ba2Cu3O6.906,92.400
Y1Ba2Cu3O6.95,92.400
Y0.9La0.1Ba2Cu3O6.62,92.350
Y1Ba2Cu3O6.75,92.300
Y1Ba2Cu2.94Zr0.06O6.81,92.300
Y0.925Ba1.975Ca0.1Cu4O8,92.300
Y1Ba2Cu3O6.99,92.300
Y1.2Ba1.8Cu3O6.68,92.300
Ho1Ba2Cu3O6.87,92.300
Dy1Ba2Cu3O6.9,92.300
Y1Ba2Cu3O7,92.300
Y1Ba2Cu3O6.96,92.300
Y1Ba2Cu3O6.962,92.200
Y1Ba2Cu3O6.95,92.200
Y1Ba2Cu3O6.95,92.200
Nd1Ba2Cu3O7,92.200
Y1Ba2Cu3O6.92,92.200
Y1Ba2Cu3O6.92,92.200
Y1Ba2Cu3O6.96,92.200
Y1Ba2Cu3O6.98,92.200
Bi2Sr2Ca1Cu2O8.272,92.200
Y1Ba2Cu3O6.95,92.200
Eu1Ba2Cu3O7,92.150
Y1Ba2Cu3O7,92.120
Ho1Ba2Cu3O7,92.100
Ho1Ba2Cu3O7,92.100
Y1Ba2Cu3O6.89,92.100
Y1Ba2Cu3O7,92.100
Y1Ba2Cu3O7,92.100
Tm1Ba2Cu3O7,92.100
Y1Ba2Cu3O7,92.100
Bi2Sr2Ca0.8Yb0.2Cu2O8.26,92.100
Y1Ba2Cu3O7,92.100
Y1Ba1.99La0.01Cu3O6.96,92.100
Tl2Ba2Cu1O6,92.100
Tl2Ba2Cu1O6,92.100
Tl2Ba2Cu1O6,92.100
Hg0.92Ba2.05Cu1.03O4.058,92.100
Y1Ba2Cu3O6.89,92.100
Y1Ba2Cu3O6.962,92.100
Y0.9K0.1Ba2Cu3O6.51,92.050
Y0.95Rb0.05Ba2Cu3O6.59,92.050
Y1Ba2Cu3O7,92.030
Y1Ba2Cu3O7,92.000
Y1Ba2Cu2.9Al0.1O6.93,92.000
Y1Ba2Cu3O6.85,92.000
Y1Ba2Cu3O6.98,92.000
Eu1Ba2Cu3O7,92.000
Gd1Ba2Cu3O7,92.000
Gd1Ba2Cu3S1O6,92.000
Y1Ba2Cu3O6.89,92.000
Gd1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu2.97Co0.03O6.96,92.000
Y1Ba2Cu2.925Co0.075O6.97,92.000
Y1Ba2Cu3O6.8,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Er1Ba2Cu3O6.91,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7.1,92.000
Y1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Tl2Ba2Ca1Cu2O7.984,92.000
Er1Ba2Cu3O7,92.000
Nd1.1Ba1.9Cu3O6.9,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O6.93,92.000
Bi2Sr2Ca0.8Y0.2Cu2O8.26,92.000
Y1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O7,92.000
Y2Ba4Cu7O15,92.000
Y1Ba2Cu3O6.9,92.000
Er1Ba2Cu3O7,92.000
Bi2Sr2Ca1Cu2O8.194,92.000
Ba2Cu3O7,92.000
Y1Ba2Cu3O6.92,92.000
Y0.95Ca0.05Ba2Cu2.95Al0.05O6.88,92.000
Y1Ba2Cu3Br0.9O6.2,92.000
Bi0.33Hg0.67Sr2Y0.5Ca0.5Cu2O7,92.000
Hg1Ba2Ca1Cu2O6.08,92.000
Y1Ba2Cu3H1.4O6.98,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Y1Ba1Sr1Cu3O6.9,92.000
Tl1Ba2Sr1Ca2Cu3O9,92.000
Y1Ba2Cu3O6.94,92.000
Y1Ba2Cu3O6.96,92.000
Y1Ba2Cu3O6.83,92.000
Tl1Sr2Ca0.5Y0.5Cu2O6.89,92.000
Tl1Sr2Ca0.4Y0.6Cu2O6.93,92.000
Tl1Sr2Ca0.3Y0.7Cu2O6.97,92.000
Hg1Ba2Cu1O4.085,92.000
Hg1Ba2Cu1O4.1,92.000
Pr1Ba2Cu3O7,92.000
Pr1Ba2Cu3O7,92.000
Y1Ba2Cu3O6.93,92.000
Y1Ba2Cu3O4,92.000
Bi1.8Pb0.2Sr2Ca1Cu2O8,92.000
Y1Ba2Cu3O6.98,92.000
Y1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O6.03,92.000
Y1Ba2Cu3O6.88,92.000
Y1Ba2Cu3O6.93,92.000
Y1Ba2Cu3O6.88,92.000
Y1Ba2Cu3O6.93,92.000
Y1Ba2Cu3O7,92.000
Er1Ba2Cu3O7,92.000
Y1Ba2Cu3O6.95,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Hg1Ba2Ca1Cu2O6.1,92.000
Y1Ba2Cu3O6.8,92.000
Tl0.5Pb0.5Sr2Ca0.65Y0.35Cu2O7,92.000
Y1Ba2Cu3O7,92.000
Eu1Ba2Cu3O6.5,92.000
Y1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O6.6,92.000
Y1Ba2Cu3O6.1,0.000
Y1Ba2Cu3O6.6,92.000
Y1Ba2Cu3O6.6,92.000
Y1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O6.9,92.000
Y1Ba2Cu3O6.91,92.000
Bi2Sr2Ca1Cu2O8.25,92.000
Y1Ba2Cu3O6.96,92.000
Y1Re0.05Ba2Cu2.95O7.02,92.000
Y1Ba2Cu3O6.96,92.000
Y1Re0.05Ba2Cu2.95O7.04,92.000
Y1Ba2Cu3O6.95,92.000
Y1Ba2Cu3O7,92.000
Y1Ba2Cu3O7,92.000
Gd1Ba2Cu3O6.758,92.000
Y1Ba2Cu3O6.93,92.000
Y1Ba2Cu3O7,92.000
Tl0.7Li0.3Sr2Ca0.8Cr0.2Cu2O7,92.000
Y1Ba2Cu3O7,91.950
Y0.85Rb0.15Ba2Cu3O6.48,91.950
Y1Ba1.9La0.1Cu3O7.06,91.900
Y1Ba1.86La0.14Cu3O6.96,91.900
Y1Ba2Cu3O7,91.850
Y1Ba2Cu2.98Fe0.02O6.93,91.800
Y1Ba2Cu2.95Fe0.05O6.92,91.800
Y1Ba2La1.94Cu3O6.963,91.800
Y1Ba2Cu3O7,91.800
Tl1Ba2Ca0.9Gd0.1Cu2O7,91.800
Y0.887Ba1.962Ca0.15Cu4O8,91.800
Y1Ba2Cu3O6.939,91.800
Ho1Ba2Cu3O6.96,91.800
Y1Ba1.96Sr0.04Cu3O6.98,91.800
Y1Ba2Cu3O6.955,91.800
Y1Ba2Cu3O6.96,91.800
Y1Ba2Cu3O6.94,91.700
Bi2Sr2Ca0.8Dy0.2Cu2O8.26,91.700
Y0.6Cd0.4Ba2Cu3O7,91.700
Y0.4Cd0.6Ba2Cu3O7,91.700
Nd1Ba2Cu3O6.81,91.700
Y0.95Sc0.05Ba2Cu3O6.63,91.700
Y1Ba1.8La0.2Cu3O6.81,91.700
Y1Ba2Cu3H0.52O6.91,91.700
Y1Ba2Cu3O7,91.700
Dy1Ba2Cu3O7,91.700
Y1Ba2Cu3O7,91.600
Y1Ba2Cu3O6.8,91.600
Y1Ba2Cu3O7,91.600
Y1Ba2Cu2.98Ni0.02O7,91.600
Y1Ba2Cu3O6.97,91.600
Y0.85Ba1.95Ca0.2Cu4O8,91.600
Y1Ba2Cu3O7,91.600
Y1Ba2Cu3O6.9,91.600
Hg0.92Ba2.05Cu1.03O4.065,91.600
Y1Ba2Cu3O6.9,91.600
Y1Ba2Cu3O7,91.500
Y1Ba1.9K0.1Cu3O6.9,91.500
Y1Ba2Cu3O7,91.500
Y0.95Pr0.05Ba2Cu3O6.97,91.500
Y0.95Pr0.05Ba2Cu3O6.95,91.500
Y0.962Ba1.987Ca0.05Cu4O8,91.500
Y1Ba2Cu3O7,91.500
Ho1Ba2Cu3O6.9,91.500
Y1Ba2Cu3O6.92,91.500
Y1Ba2Cu3O6.9,91.500
Y0.95Pr0.05Ba2Cu3O6.96,91.500
Er1Ba2Cu3O6.94,91.500
Er1Ba2Cu3O6.94,91.500
Nd1Ba2Cu3O6.93,91.500
Y0.975Ca0.025Ba2Cu3O6.95,91.500
Y1Ba2Cu3O6.88,91.500
Ho1Ba2Cu3O7,91.500
Y1Re0.1Ba2Cu2.9O7,91.500
Y1Re0.15Ba2Cu2.85O7.07,91.500
Bi2Sr3Cu2O8,91.500
Y1Ba2Cu2.96Co0.04O7,91.500
Y1Ba2Cu3O6.8,91.400
Y1Ba2Cu3O7,91.400
Y1Ba2Cu2.955Fe0.045O6.93,91.400
Y1Ba2Cu3O7,91.400
Y1Ba2Cu3O6.99,91.400
Y1Ba2Cu3O7,91.400
Y1Ba2Cu3O6.9,91.400
Y0.9Sc0.1Ba2Cu3O6.56,91.400
Y1Ba2Cu3H0.91O6.91,91.400
Dy0.95Pr0.05Ba2Cu3O6.9,91.400
Y1Ba2Cu3O6.93,91.400
Y1Ba2Cu3O7,91.400
Y1Ba2Cu3O6.96,91.400
Y1Ba2Cu3O6.94,91.400
Y1Ba2Cu3O6.93,91.400
Y0.2Yb0.8Ba2Cu3O6.91,91.400
Y1Ba2Cu3O7,91.300
Y1Ba2Cu3O7.1,91.300
Ho1Ba2Cu3O7,91.300
Y1Ba2Cu3O6.96,91.300
Y0.9Cs0.1Ba2Cu3O6.47,91.300
Y1Ba2Cu3O6.97,91.300
Y1.1Ba1.9Cu3O6.65,91.250
Y1Ba2Cu3H0.32O6.91,91.250
Y1Ba2Cu3O7,91.200
Y1Ba2Cu3O6.82,91.200
Y1Ba2Cu2.95Co0.05O6.88,91.200
Y1Ba2Cu2.97Fe0.03O7,91.200
Bi2Sr2Ca0.8Yb0.2Cu2O8.26,91.200
Y1Ba2Cu3O7,91.200
Y1Ba2Cu3O6.94,91.200
Y1Ba2Cu3O6.951,91.190
Y1Ba2Cu3Li0.02O7,91.180
Y1Ba2Cu3O7,91.150
Y1Ba2Cu3O7,91.100
Sm1Ba2Cu3O6.878,91.100
Er1Ba2Cu3O7,91.100
Bi2Sr1.8Ca1Lu0.2Cu2O8.27,91.100
Y0.9Ca0.1Ba2Cu2.9Al0.1O6.88,91.100
Er0.924Pr0.076Ba2Cu3O7,91.100
Y1Ba2Cu3O6.821,91.100
Y1Ba2Cu3H0.27O6.91,91.100
Y0.4Yb0.6Ba2Cu3O6.93,91.100
Nd1Ba1.8Sr0.2Cu3O6.96,91.100
Y1Ba2Cu3O7,91.060
Y1Ba1.7Rb0.3Cu3O6.52,91.050
Dy1Ba2Cu3O7,91.050
Y1Ba2Cu3O6.74,91.000
Y1Ba2Cu2.95Al0.05O6.93,91.000
Y1Ba2Cu3O6.9,91.000
Y1Ba2Cu3O6.84,91.000
Y1Ba2Cu3O7,91.000
Y1Ba2Cu3O6.9,91.000
Y1Ba2Cu3O6.86,91.000
Y1Ba2Cu3O7,91.000
Y1Ba2Cu3O7,91.000
Y1Ba2Cu3O7,91.000
Y1Ba2Cu3O6.92,91.000
Y1Ba2Cu3O6.95,91.000
Y0.9Ca0.1Ba2Cu4O8,91.000
Y1Ba2Cu3O7,91.000
Y1Ba2Cu3O7,91.000
Y1Ba2Cu3O6.93,91.000
Bi2Sr2Ca1Cu2O8.195,91.000
Bi2Sr2Ca1Cu2O8.118,91.000
Y1Ba2Cu3O6.9,91.000
Y1Ba2Cu3O6.95,91.000
Y1Ba2Cu3O7,91.000
Sr1Cu1O2,91.000
Y1Ba2Cu3F0.25O6.7,91.000
Y1Ba2Cu3F0.29O6.7,91.000
Y1Ba2Cu3F0.38O6.7,91.000
Hg1Ba2Cu1O4.07,91.000
Y1Ca1Ba2Cu3Ni1O6.89,91.000
Sm1Ba2Cu3O6.86,91.000
Bi2Sr2Ca1Cu2O8.26,91.000
Nd1Ba2Cu3O6.98,91.000
Y0.14Tm0.85Ba2Cu3O7,91.000
Y1Ba2Cu3O6.95,91.000
Gd1Ba2Cu3O6.969,91.000
Y1Ba2Cu3O7,91.000
Y1Ba2Cu3F0.1O7,91.000
Y1Ba2Cu3F0.2O7,91.000
Tl1.63Ba2Ca1.3Cu2O7.94,91.000
Y0.9Tb0.1Ba2Cu3O7,91.000
Y0.68Tb0.32Ba2Cu3O7,91.000
Hg1Ba2Cu1O4.27,91.000
Y1Ba2Cu2.94Fe0.06O7.254,91.000
Tl2Ba2Cu1O6,91.000
Dy1Ba2Cu3O7,91.000
Hg0.8Mn0.2Ba2Cu1O4.2,91.000
Y1Ba1.9La0.1Cu3O6.99,91.000
Y1Ba2Cu3O6.93,91.000
Er1Ba2Cu3O6.93,91.000
Y1Re0.1Ba2Cu2.9O7.09,91.000
Y1Re0.15Ba2Cu2.85O7.17,91.000
Y1Ba2Cu3O6.957,91.000
Y0.99La0.01Ba2Cu3O7.07,91.000
Y0.9La0.1Ba2Cu3O6.97,91.000
Bi1.4Pb0.6Sr2Ca1Cu2O8,91.000
Na0.05W1O3,91.000
Na0.05W1O3,91.000
Ba2Ca3Cu4F1.4O8.6,91.000
Ba2Ca3Cu4F1.4O8.6,91.000
Y1Ba2Cu3H0.14O6.91,90.950
Y1Ba2Cu3O6.85,90.900
Bi2Sr2Ca0.8Gd0.2Cu2O8.27,90.900
Bi2Sr2Ca0.8Eu0.2Cu2O8.26,90.900
Y1Ba2Cu3O6.95,90.900
Er1Ba2Cu3O6.953,90.900
Hg1Ba2Cu1O4.105,90.900
Gd1Ba2Cu3O6.99,90.900
Y1Ba2Cu2.97Ga0.03O7,90.880
Y1Ba2Cu3O7,90.850
Y1Ba2Cu3O6.93,90.850
Y1Ba2Cu3O6.9,90.815
Tl1Ba2Ca0.9Nd0.1Cu2O7,90.800
Bi2Sr2Ca0.8Dy0.2Cu2O8.26,90.800
Lu1Ba2Cu3O7,90.800
Y1Ba2Cu3O6.89,90.800
Gd1Ba2Cu3O6.94,90.800
